IPK,Mata Kuliah Tidak Lulus,Jumlah Cuti Akademik,Pekerjaan Sambil Kuliah,Jumlah Semester,Status Kelulusan,IPS Rata-rata,IPS Semester Akhir,IPS Tren,Kategori Kehadiran
2.467137099889291,1,2,Ya,9,Drop Out,1.9603942303003608,1.9845060333831337,0.14,Sedang
2.0737963886718185,6,2,Ya,14,Drop Out,2.443304840170797,2.910121216335054,-0.81,Sedang
2.4981544447997064,5,2,Tidak,12,Drop Out,2.3350878189815067,2.125017866254922,-0.84,Rendah
2.639847315338233,4,0,Tidak,11,Drop Out,2.724254779005713,2.332025160380788,-1.27,Sedang
3.12613355492702,0,2,Tidak,10,Lulus,3.1354287866898503,3.3701361987833374,-0.33,Sedang
2.250129230703189,9,2,Tidak,10,Drop Out,2.7424012866589824,2.8534624053357653,-0.49,Tinggi
3.586287772067981,1,2,Tidak,8,Lulus,3.518341475340088,4.0,-0.96,Sedang
2.6983425913212225,7,0,Tidak,14,Drop Out,3.090473211392104,2.237216484414831,-1.26,Rendah
2.13663838845648,5,2,Ya,13,Drop Out,2.7259441277358496,2.7968417639076963,-0.98,Rendah
3.6473509633866543,1,0,Tidak,10,Lulus,3.1199581422198994,3.0792137783707902,1.26,Tinggi
2.446354702751851,4,2,Tidak,14,Drop Out,2.766085673361492,3.2809612956569403,-1.44,Rendah
1.9899041965121795,3,2,Ya,14,Drop Out,2.1567236288196683,2.0856196887600307,-0.63,Rendah
2.7062459375310084,7,2,Tidak,14,Drop Out,2.231835214012371,2.2467514016245924,0.02,Rendah
3.3097440081655902,0,2,Ya,11,Lulus,3.820401512117296,4.0,1.29,Tinggi
3.0578417276763403,3,0,Tidak,9,Lulus,3.2701547347954576,3.452303979796827,1.02,Tinggi
3.58797541628931,1,0,Ya,11,Lulus,3.573664040938387,3.699118561110166,1.08,Tinggi
2.891343360656615,2,0,Tidak,9,Lulus,2.792269003033102,3.5824832107567306,0.34,Tinggi
3.923381736815478,2,0,Ya,11,Lulus,3.420940973427663,2.9541654183882806,-0.15,Rendah
3.6168734525043456,0,1,Ya,10,Lulus,3.480269702713453,3.903880864997729,-0.74,Sedang
3.871329539250713,0,1,Ya,8,Lulus,3.5025401093847446,3.198491839907516,-0.83,Sedang
3.316049481418033,1,0,Tidak,14,Lulus,2.849207397075562,2.571233137655734,-0.14,Sedang
2.680772092665235,8,1,Tidak,14,Drop Out,2.977782491638299,2.803015705076086,0.25,Rendah
3.9595291853803687,3,0,Ya,12,Lulus,3.411020246935594,3.065339856220753,0.37,Tinggi
3.040769986999312,0,0,Ya,12,Lulus,2.3514636017390127,2.498825599704776,-0.24,Rendah
3.055705242178496,3,2,Ya,9,Lulus,3.555371982004323,4.0,1.42,Sedang
3.222652757641764,3,0,Tidak,9,Lulus,4.0,4.0,1.49,Tinggi
3.0248344456616065,0,2,Ya,8,Lulus,3.853585326400729,4.0,0.53,Tinggi
2.408221701444886,1,0,Ya,9,Lulus,4.0,4.0,1.0,Tinggi
2.862023368740794,3,2,Tidak,14,Drop Out,2.1526321403496063,2.117877664025466,0.48,Tinggi
3.030904184356032,0,0,Tidak,10,Lulus,3.2236055050162573,3.0486876313441056,1.23,Sedang
3.858568333932837,0,1,Ya,11,Lulus,2.87445288983203,2.871716912867594,0.27,Sedang
3.661542743435269,3,2,Ya,13,Lulus,3.3531337678455726,3.811185338219144,1.35,Tinggi
3.20554397669559,2,0,Ya,9,Lulus,3.335085408552351,3.725442126974648,0.36,Sedang
3.378612595409219,0,2,Tidak,12,Lulus,3.0414388396488268,3.3482042298061936,-0.36,Tinggi
3.102237657937553,0,2,Ya,10,Lulus,4.0,4.0,-0.91,Tinggi
2.8884616999541066,4,1,Tidak,14,Drop Out,2.536338620947045,2.6879522782365246,0.11,Sedang
3.5817514433261306,2,2,Ya,11,Lulus,2.7833606007861893,3.0282820203450496,-0.38,Sedang
3.674649928374393,1,0,Ya,14,Lulus,2.9283838206681376,2.674436089153311,-0.54,Sedang
3.8996920178674297,0,2,Tidak,8,Lulus,3.09458604011138,3.12756834210633,-0.68,Sedang
2.424117371516604,0,1,Ya,10,Lulus,3.886985187234552,4.0,-0.97,Tinggi
2.543618143622317,1,1,Tidak,14,Lulus,3.0343199550676063,3.113421188320012,0.03,Sedang
3.879689514710535,2,1,Tidak,14,Lulus,3.3839045575831803,3.484828823672384,-0.46,Sedang
2.9663317690683537,0,0,Ya,8,Drop Out,3.727092536444723,4.0,-0.57,Rendah
2.1581238643232066,5,2,Tidak,10,Drop Out,2.067418163002806,2.043513184945315,-1.5,Rendah
2.9521511535004272,2,1,Tidak,10,Drop Out,3.156058617948845,2.886585079968508,-0.74,Sedang
3.264049753899096,0,1,Tidak,13,Lulus,3.438227967829296,3.519579997898689,1.46,Tinggi
2.7205690063879,7,2,Ya,14,Drop Out,2.7831899458077145,2.5708738204871127,0.12,Sedang
3.461878873359129,3,1,Ya,8,Lulus,3.868052509309397,3.533722032553473,0.29,Sedang
3.023436004285623,3,2,Ya,13,Lulus,2.0814438249720584,2.0982148765358657,0.32,Tinggi
2.63919848176295,9,2,Tidak,11,Drop Out,2.687598116479533,2.5439780242359453,0.38,Sedang
3.880529934683804,3,2,Ya,11,Lulus,3.121273782093245,3.1962018436581903,0.29,Sedang
3.0642454037571447,1,2,Tidak,8,Lulus,2.840994368746716,2.66302115434508,-0.2,Sedang
2.273232036809232,6,2,Ya,14,Drop Out,2.9197083337097234,3.11394563116177,-0.09,Rendah
3.124209340826262,3,2,Tidak,8,Lulus,3.575015290492753,3.7149740846819865,-0.49,Rendah
3.610705484969895,3,2,Tidak,13,Lulus,3.152408012057208,3.1022388947165056,0.96,Sedang
2.2746260941335072,11,0,Tidak,9,Drop Out,2.798848970132565,2.5110387907405443,-0.85,Tinggi
3.054696548372101,0,2,Ya,14,Lulus,2.883349875811647,2.559136755820976,-1.28,Rendah
3.157038234386538,2,2,Ya,9,Lulus,3.88671675930616,3.9044013901995576,0.16,Tinggi
3.053285375656284,3,2,Tidak,9,Lulus,2.2775340395928154,2.5503111759241968,-0.87,Rendah
3.9930570602357256,2,2,Ya,13,Lulus,3.765225393958968,3.719369712691327,1.34,Sedang
2.34514889743012,7,2,Tidak,14,Drop Out,2.6879947786717744,2.975804353476963,-1.03,Rendah
3.793764116480325,0,1,Ya,11,Lulus,3.338958489923024,3.4513894621888075,1.3,Tinggi
2.851864662809866,1,1,Tidak,10,Lulus,2.7737226609138763,2.670369430757093,0.88,Sedang
2.2170492168243734,5,2,Ya,9,Drop Out,2.6766329574242627,2.1139556466824523,0.33,Rendah
3.0235668857267624,3,2,Tidak,14,Lulus,2.375688813994606,1.815812221800108,-1.04,Rendah
2.931684106711227,7,2,Ya,13,Drop Out,2.353783131261169,2.3427130195434778,0.41,Rendah
2.542259467258953,6,2,Tidak,12,Drop Out,2.726406107903392,2.9782534616185137,-0.65,Sedang
3.818725959566022,2,2,Ya,8,Lulus,3.459922964045852,3.534190351200301,-0.47,Sedang
2.47473644346232,8,2,Tidak,11,Drop Out,2.9157018542388142,2.892133668990176,-0.18,Rendah
3.297310317655312,1,2,Tidak,9,Lulus,3.788372957170965,3.577081362368223,-0.85,Sedang
3.889312666448952,1,1,Tidak,12,Lulus,2.6045536128939344,2.880704145345903,-0.54,Tinggi
3.480535969434944,2,2,Ya,9,Lulus,3.4194808288379543,3.5353784696128847,0.78,Tinggi
2.806990114967004,3,2,Tidak,14,Drop Out,2.4245115038485605,2.412685018571179,-1.32,Rendah
3.814561632402206,0,0,Ya,14,Lulus,3.928947499712356,3.66584237219666,-0.31,Sedang
2.485296748579933,7,2,Ya,11,Drop Out,2.163527520653067,1.7923749492283154,0.35,Sedang
2.904692035918397,3,2,Tidak,12,Lulus,2.857785590306753,3.436803242840612,-0.63,Tinggi
3.070850678010335,1,0,Ya,12,Lulus,3.194901240366101,3.534725268262336,-0.33,Tinggi
2.5611837770301764,2,2,Ya,11,Drop Out,3.036813283108564,2.866608506527142,0.08,Sedang
3.1304727577801823,0,2,Ya,9,Lulus,2.9940306294952963,2.8572505774810413,0.36,Rendah
3.5844180415596862,0,0,Ya,12,Lulus,3.2774126531527563,3.5276310278515632,-0.96,Sedang
3.3891582908269835,0,0,Ya,8,Lulus,2.960999012873643,2.6408253416359915,0.91,Sedang
3.800767018496369,0,0,Tidak,12,Lulus,3.8687128149495904,3.608052822747613,0.96,Rendah
3.614811929993728,2,2,Ya,10,Lulus,4.0,3.3213699854579537,-0.98,Tinggi
3.747694388692438,0,1,Ya,8,Lulus,3.1572601253443766,2.555601943845794,0.22,Sedang
3.4069032015851963,0,0,Tidak,12,Lulus,2.913994736249537,2.8687356527679646,0.7,Tinggi
3.108592822520985,1,2,Tidak,10,Lulus,3.0849703274356006,2.772814406909069,0.68,Tinggi
3.749658409616757,0,0,Ya,13,Lulus,3.5645221463483403,3.598925746635894,0.21,Tinggi
3.9358071432500985,0,1,Tidak,9,Lulus,3.215510994274596,3.1905132037882344,0.49,Sedang
3.780607628522181,0,2,Ya,14,Lulus,3.2825048935710703,3.674251072490762,0.81,Sedang
3.04292788518158,1,2,Tidak,10,Lulus,2.407030848321894,2.30768125852934,-1.11,Sedang
2.646186671924776,1,2,Tidak,11,Drop Out,3.1176529643595545,3.2053704733974886,-0.22,Tinggi
3.5686325586084147,3,0,Tidak,8,Lulus,3.264847503616295,2.920335452948969,-0.84,Tinggi
3.388833112635075,0,1,Tidak,8,Lulus,3.543975588211701,3.083916365456236,-0.55,Tinggi
2.7421843177051435,2,2,Ya,11,Lulus,3.917591957414708,3.8392939149716567,1.48,Sedang
2.5760229186826176,3,2,Ya,11,Lulus,2.232415935567814,2.002025766451581,-1.27,Rendah
2.449034531491154,10,2,Ya,13,Drop Out,2.3455174249761352,2.327950313729368,0.28,Sedang
3.0494863168727933,0,2,Ya,9,Lulus,2.672353981682138,3.174550038648292,-0.11,Rendah
3.171145855282832,1,2,Tidak,14,Lulus,4.0,3.838008728723987,1.06,Sedang
3.175232101350042,0,0,Ya,11,Lulus,3.0001249623993766,2.6826842601169107,1.08,Sedang
3.774793234544213,3,2,Ya,10,Lulus,3.484251307599109,3.719230304068191,0.98,Tinggi
3.16469829435707,0,0,Ya,12,Lulus,2.813280670887444,2.989923303427762,-0.22,Rendah
3.4114234221772533,3,0,Ya,10,Lulus,3.632331468153436,3.867554608362232,-0.85,Tinggi
2.692789954903016,6,2,Tidak,9,Drop Out,2.4783462595245243,2.579453306278917,-0.92,Sedang
2.718654792056457,8,2,Tidak,9,Drop Out,2.293243447610956,2.4781451092636453,-0.1,Rendah
2.813591881780789,6,2,Ya,14,Drop Out,2.733186024509536,3.1507518585964163,-0.23,Sedang
2.7204191466404146,9,1,Ya,14,Drop Out,3.402399048316469,3.28248791017153,0.3,Rendah
3.5697223405811576,1,1,Ya,8,Lulus,3.8846293628522552,4.0,1.27,Sedang
2.6980285640700403,5,0,Ya,10,Drop Out,2.408647601000641,2.606654706868536,-0.34,Rendah
2.508568343871497,8,2,Ya,14,Drop Out,3.0407180560122065,2.9008011223781294,-0.87,Tinggi
3.1114195512303966,2,2,Ya,12,Lulus,2.9922487316765376,2.763302013418015,-0.87,Rendah
1.985055340559584,2,2,Ya,14,Drop Out,1.8108426295269964,2.209269677887065,-0.39,Tinggi
3.2449477047631463,1,0,Ya,12,Lulus,2.9499206410170684,2.8348039936490137,0.5,Tinggi
3.32447865188257,3,0,Tidak,9,Lulus,3.5454713813330003,3.452287703112657,0.83,Tinggi
2.30740048534008,2,2,Ya,12,Lulus,3.4999810976848966,3.773306911683216,0.72,Tinggi
3.1302844462209043,1,2,Tidak,10,Lulus,3.3248105490449555,3.5514606585005057,-0.78,Tinggi
2.950654442941084,2,0,Tidak,8,Lulus,3.5126973646961344,4.0,0.61,Tinggi
3.4210388645952774,1,0,Tidak,10,Lulus,3.5974574290666843,4.0,-0.19,Sedang
2.132086364864929,2,2,Tidak,9,Drop Out,2.156267116217601,2.2800828408956795,-1.0,Rendah
3.9524901607526313,0,1,Ya,14,Lulus,2.542316995532625,2.6775604065855343,0.72,Rendah
2.8025120061495645,6,2,Tidak,10,Drop Out,2.0502346025623783,2.099191444079664,0.1,Rendah
2.741690772569149,3,2,Ya,13,Drop Out,2.2359340988328613,2.2171497723990377,0.3,Sedang
2.822027582605451,2,2,Tidak,8,Lulus,3.5387363668958693,3.6323825877057767,-0.97,Tinggi
2.695370352534906,7,2,Ya,13,Drop Out,2.9903345124622067,3.0506814705433927,-0.25,Rendah
2.2241189901906195,5,2,Tidak,13,Drop Out,2.9192777965271803,2.927742442359671,-0.85,Sedang
2.9160714131423644,6,2,Ya,14,Drop Out,2.165640871834681,2.2763904219582414,-0.18,Rendah
2.878877514815816,0,0,Tidak,10,Lulus,3.2888154707865884,3.8698511976751058,1.39,Tinggi
3.5776950787798456,0,2,Ya,10,Lulus,2.9893297082130066,3.1621975436652803,0.63,Tinggi
2.8389824191372632,1,2,Ya,14,Lulus,3.3221545328780024,3.784326540824833,0.21,Tinggi
3.4672734307665967,0,1,Tidak,12,Lulus,3.835687272171608,3.4832945501945525,1.36,Sedang
3.224457393368288,0,2,Ya,12,Lulus,2.8839807545005414,2.347373276002433,0.94,Tinggi
3.6019315080373584,0,0,Tidak,13,Lulus,3.704065657087965,4.0,1.41,Tinggi
2.838291234842534,5,2,Tidak,14,Drop Out,2.5345694086976414,3.122429726280349,-0.54,Tinggi
2.1745477009849776,9,1,Ya,12,Drop Out,2.56810868102866,2.821000501333245,0.05,Rendah
3.127573927551881,1,2,Tidak,10,Lulus,3.1407687836227063,3.1755294327222843,1.05,Rendah
3.2019672314245464,1,2,Tidak,14,Lulus,3.663012919525365,3.6786877024571423,0.57,Tinggi
3.7779962917632255,1,0,Ya,11,Lulus,3.767819182446336,4.0,-0.53,Sedang
3.774838054574151,1,1,Ya,12,Lulus,2.98154772225782,2.7703207401658845,0.56,Rendah
2.573960870994802,2,2,Ya,14,Drop Out,2.6482549394958164,2.6534180924445754,-0.43,Tinggi
2.862847287296045,2,2,Ya,13,Drop Out,2.6777948501231315,2.2668323557761854,-0.71,Rendah
3.969866176671714,1,2,Tidak,12,Lulus,3.311956506156543,2.928448323481448,-0.91,Tinggi
2.891074938136768,9,0,Tidak,10,Drop Out,2.043112346196463,1.543841495018963,-0.65,Tinggi
3.1613044754196027,2,0,Ya,12,Lulus,3.3834991751948422,3.161023011783038,0.71,Rendah
3.2884830412950743,0,1,Ya,8,Lulus,4.0,3.4299684561265376,1.23,Rendah
3.1737977494659018,1,0,Ya,10,Lulus,3.857624241009514,3.382837890640282,0.91,Tinggi
2.678062690561368,10,2,Tidak,11,Drop Out,2.847326243641016,2.412305071459235,-1.43,Sedang
2.713789336851111,5,2,Tidak,9,Drop Out,2.9115744448382253,3.1576229721632907,-0.4,Rendah
2.596897652247244,2,0,Ya,10,Lulus,3.405937092703698,2.984218858833598,0.04,Rendah
2.6245064193866483,6,2,Ya,13,Drop Out,2.8751350746901423,2.1947755134179987,-0.47,Sedang
3.701917139040475,2,2,Tidak,13,Lulus,3.78165407653021,4.0,-0.74,Tinggi
2.1433090239991737,3,2,Tidak,12,Drop Out,2.876947136064949,2.648546708042132,0.4,Rendah
2.794518947398092,3,0,Ya,11,Lulus,3.1551353141254,3.385458780979285,0.44,Sedang
3.823191782599569,3,0,Ya,9,Lulus,3.7928692955804255,3.5688110984487884,-0.44,Sedang
3.026939575346377,1,2,Ya,11,Lulus,3.083378340047752,2.8915396302767324,-0.57,Sedang
2.5365728355561714,8,2,Tidak,13,Drop Out,2.550488417210696,2.104547131444126,-0.83,Rendah
3.7676284572551846,0,2,Ya,8,Lulus,3.6935923129719006,3.072519272182682,-0.81,Tinggi
2.398434743587885,1,2,Tidak,13,Drop Out,2.3403569298306053,2.0999560077588937,0.27,Tinggi
2.9711727962224965,4,0,Ya,13,Drop Out,2.785213853376523,2.45731080476253,-0.88,Rendah
3.541503619899503,3,1,Ya,12,Lulus,2.62932453412589,3.3046869788962736,1.05,Tinggi
2.3240774873554035,7,2,Tidak,10,Drop Out,3.405381030277269,2.7109400822640337,-0.92,Rendah
2.9719502837816862,5,2,Tidak,11,Drop Out,2.83034671172227,2.2664510380803926,-0.72,Rendah
2.9680301115735976,1,0,Ya,12,Lulus,2.8762064642695777,2.7471470177861605,1.26,Tinggi
3.4303014750143066,0,0,Tidak,13,Lulus,2.9792085333480447,2.98379954636128,-0.82,Rendah
3.358025374988443,1,2,Ya,14,Lulus,3.044085322486,2.825748745430455,-0.89,Sedang
2.333850102164752,8,2,Ya,14,Drop Out,2.070993305133401,1.9938469528657312,-0.46,Rendah
3.5014263665375576,0,2,Ya,9,Lulus,2.764105629856375,2.69104182433852,-0.43,Tinggi
2.449366125290833,2,2,Tidak,14,Lulus,3.005801570982045,3.135305712563296,-0.36,Sedang
2.5023708622864778,5,2,Tidak,10,Drop Out,2.9704639691220818,2.776993378292291,-0.35,Rendah
2.2564805822011222,8,2,Tidak,10,Drop Out,2.6923608163333164,2.774309587498378,0.26,Sedang
3.157100074113813,2,2,Ya,10,Lulus,2.7213364559005058,2.214563552494297,-0.77,Rendah
3.570985643686032,3,2,Ya,11,Lulus,3.2273296212813043,3.253145754368313,-0.65,Rendah
2.469075663101469,3,2,Tidak,13,Drop Out,2.0656175391219023,2.1686623063943693,0.34,Sedang
3.8429809422897394,0,2,Tidak,11,Lulus,2.966267268238363,2.9189476162289845,-0.53,Tinggi
3.30277291629712,2,1,Tidak,12,Lulus,3.283170577148892,3.90761717136536,0.89,Sedang
2.653022757189947,0,2,Tidak,14,Lulus,2.956060881009522,2.7451038721479306,0.39,Sedang
2.578459819148521,8,0,Ya,11,Drop Out,2.5263234317367136,2.5554035775122883,-1.11,Rendah
3.402114061619531,0,0,Tidak,13,Lulus,3.0820471260157065,2.717176942285274,-0.48,Tinggi
3.493139183193202,2,2,Tidak,14,Lulus,3.0047237343392994,3.0794519177022246,0.55,Rendah
2.1059771388776776,2,1,Tidak,11,Drop Out,2.453511051450492,2.703024124317926,-1.25,Tinggi
3.4977976069593253,2,0,Ya,9,Lulus,3.02315656392368,2.580250948067756,0.3,Sedang
1.90742138456983,6,2,Tidak,13,Drop Out,3.233742786268208,2.85614155226254,0.33,Sedang
2.283058765891829,5,0,Ya,14,Drop Out,2.3509677651440466,2.4589774418156845,-0.3,Tinggi
3.0587313077669,0,2,Tidak,12,Lulus,3.500268161223289,3.132458867384645,0.69,Rendah
3.698554455325407,0,1,Ya,10,Lulus,3.999582083399965,4.0,-0.24,Tinggi
3.793668104052242,1,0,Ya,10,Lulus,3.520036439697625,3.80318531243386,0.78,Sedang
3.904117678955235,3,0,Tidak,12,Lulus,3.768390406494366,3.787925777637232,1.39,Sedang
2.7724576864762915,5,2,Ya,12,Drop Out,2.6238198773874624,2.677665822582725,-0.55,Sedang
3.498070307805236,0,2,Tidak,10,Lulus,3.603011163782664,4.0,0.6,Rendah
3.353349594806436,2,1,Tidak,8,Lulus,3.276399211629901,3.8532607309516553,-0.93,Sedang
3.109326244012732,2,2,Tidak,12,Lulus,3.669778542750835,3.708989374393256,-0.74,Sedang
3.7772552900812992,3,0,Tidak,12,Lulus,3.2690069177886243,2.946680879791068,0.96,Tinggi
3.377067892636831,0,2,Tidak,11,Lulus,3.307773443185876,3.5549673875698264,-0.27,Rendah
2.627257152945907,6,2,Ya,12,Drop Out,2.912352335470744,2.7660564493203177,0.35,Sedang
2.777909723598208,6,2,Tidak,13,Drop Out,2.4150402636466444,2.7339131161440005,-0.13,Rendah
3.1556335766039747,2,1,Ya,11,Lulus,3.443458483287836,3.486568503882236,0.7,Tinggi
3.9903348460270895,0,0,Ya,10,Lulus,3.5165312263680795,3.71741317331634,-0.4,Rendah
2.5531002645239806,6,2,Ya,11,Drop Out,3.028669181539909,2.3894185257874976,-0.39,Sedang
3.2377086876958696,1,2,Ya,14,Lulus,4.0,4.0,0.18,Sedang
2.992709613303948,0,0,Tidak,12,Lulus,3.121405290429832,2.916961783058317,0.71,Rendah
3.1338453830739903,3,0,Tidak,14,Lulus,2.953348959946702,2.973663005757337,-0.1,Tinggi
2.694076217819364,8,0,Ya,14,Drop Out,2.599128969079379,3.152442299654258,-1.15,Tinggi
3.8044772089889984,2,0,Ya,12,Lulus,3.8679218211063446,4.0,-0.95,Rendah
2.0671954678256346,11,2,Tidak,14,Drop Out,2.451048596972983,1.8040040743061163,0.43,Rendah
2.7022811209079483,10,2,Tidak,12,Drop Out,2.857023413197909,2.9901545332365287,-1.0,Tinggi
3.5871987850010267,2,2,Tidak,14,Lulus,3.881907244040415,3.9477863525727,-0.78,Sedang
3.0799102211112377,2,0,Tidak,10,Lulus,3.746920682946356,4.0,-0.31,Sedang
2.432939028556177,0,2,Tidak,11,Lulus,3.017398032721624,2.973400835846448,-1.24,Rendah
3.1680926193215524,2,2,Ya,8,Lulus,3.648739881795486,3.404466431204323,-0.76,Tinggi
3.659210220131585,0,1,Ya,14,Lulus,3.308584203917844,3.7952868304905936,0.08,Rendah
2.223342589545105,3,2,Ya,13,Lulus,2.3214157795963377,2.2160636437045653,-1.08,Sedang
3.11964200286432,1,0,Ya,8,Lulus,3.0984992342421283,3.3115352508541,-0.69,Tinggi
3.0583382833106043,3,2,Ya,14,Lulus,4.0,4.0,-0.94,Tinggi
2.492704443611005,3,2,Tidak,12,Drop Out,2.9088491002511434,2.646633209925686,-0.16,Tinggi
3.1719396623402014,0,1,Ya,14,Lulus,3.941769634184077,4.0,1.28,Rendah
1.9604450052424287,6,2,Tidak,9,Drop Out,2.4044619719891327,2.734611573724689,-1.31,Rendah
3.912468788437296,3,2,Ya,8,Lulus,2.707918724866804,2.7739793532734818,-0.99,Sedang
2.336835775985572,0,2,Tidak,14,Lulus,2.575547430268242,2.3447496205119664,-0.84,Rendah
3.5522599478591275,1,2,Tidak,11,Lulus,3.302813994019125,3.3372458213603973,0.68,Sedang
3.5215916133987992,1,0,Ya,8,Lulus,2.803087530660604,2.902872506561133,-0.75,Rendah
2.275087853347702,8,2,Tidak,9,Drop Out,2.2893572418361576,2.3217837101613537,-0.4,Sedang
2.256228612001359,2,2,Tidak,13,Lulus,2.993213038518027,3.7533908370396647,-0.18,Tinggi
2.857968147215414,5,2,Ya,14,Drop Out,2.2748003740508764,2.2073050558574017,-0.37,Tinggi
3.310732030284742,3,2,Tidak,10,Lulus,3.965654485968588,3.5086282493501977,0.53,Tinggi
3.017865000219434,3,2,Ya,13,Lulus,2.8289297204383708,2.704950796600689,0.38,Rendah
3.4411218892350948,3,0,Ya,14,Lulus,3.294976770049145,2.8790956268380925,-0.83,Rendah
3.952789533779965,1,0,Tidak,14,Lulus,2.9357909103813222,2.9905769721812607,-0.91,Sedang
2.8057480918470685,7,2,Ya,14,Drop Out,2.373973750654961,2.481632226037772,-0.37,Rendah
3.279863279125518,2,0,Ya,8,Lulus,3.543351624470641,3.459274307071273,-0.04,Tinggi
3.419955538941634,3,1,Ya,13,Lulus,2.636967560591615,2.919787835091704,0.71,Tinggi
2.2598248146238578,2,2,Tidak,14,Drop Out,2.504742261629072,2.603193967315476,-1.13,Rendah
3.878758203325857,1,1,Ya,11,Lulus,2.9710981256274724,3.0437226734580816,-0.54,Rendah
3.212000615113943,2,0,Ya,10,Lulus,3.7085549291593054,3.7107413860456018,-0.13,Rendah
2.8248181360421647,5,1,Tidak,13,Drop Out,2.0469142159537967,1.67539810466609,-0.83,Rendah
2.6407472566441434,11,2,Ya,12,Drop Out,2.2119422410844805,2.576816146196667,-0.78,Sedang
3.630867406849743,0,2,Ya,11,Lulus,2.933090160423917,3.2107990519256746,0.17,Tinggi
2.7476792920582165,7,1,Tidak,10,Drop Out,2.93900482562749,2.3466147371468176,0.33,Rendah
2.838323429551895,3,1,Ya,9,Lulus,3.481497656120084,2.973126696449553,1.04,Rendah
3.924869789082672,1,2,Ya,14,Lulus,3.657386144669904,2.956211367455507,1.35,Tinggi
2.882094505106898,2,1,Tidak,10,Drop Out,3.775371192438156,3.878787751378152,-0.39,Tinggi
3.9073648890700623,1,0,Tidak,12,Lulus,3.839171661036119,4.0,-0.98,Sedang
2.4000366723779933,7,2,Ya,14,Drop Out,3.1228717235429206,2.9586710006533825,-0.09,Rendah
3.783849580157183,1,1,Ya,12,Lulus,3.1183659095699627,2.957280666502885,0.93,Rendah
3.9465729142219343,1,0,Ya,9,Lulus,3.7950221064928167,3.383273046899858,-0.1,Sedang
3.2661951080144003,3,2,Tidak,14,Lulus,2.818926484050176,2.994927560377996,0.65,Sedang
3.460960429263288,1,2,Tidak,14,Lulus,3.039723665773652,2.676612975862196,1.35,Sedang
3.6310711965907294,0,1,Ya,9,Lulus,3.31271045719276,3.273277746070592,0.29,Tinggi
1.8638098989896392,6,2,Ya,9,Drop Out,2.1447677720972163,2.122671628728593,-0.61,Sedang
2.626341853799856,6,2,Tidak,13,Drop Out,2.682610210387212,2.4982165703202632,0.24,Rendah
2.812114777291026,0,0,Tidak,14,Lulus,3.5260548539416177,3.270007154773653,-0.72,Tinggi
3.1428325227052727,1,2,Tidak,13,Lulus,3.3727069381846526,3.45946479716523,0.49,Rendah
3.754861695589745,3,0,Ya,14,Lulus,3.618813245685769,3.8216155300079606,0.33,Tinggi
1.935478793305905,12,1,Ya,10,Drop Out,2.6090361488528715,3.038211380604677,-1.45,Rendah
3.0639933269954525,2,0,Ya,11,Lulus,3.134741121125214,2.551001644280868,1.28,Sedang
2.9696110865929137,3,0,Ya,9,Lulus,3.1079609317993726,2.950605381444674,0.73,Tinggi
3.916190993359917,3,0,Ya,13,Lulus,2.70606805720658,2.6399558405409844,0.76,Sedang
2.044620677323084,4,2,Ya,11,Drop Out,1.7050454564785889,2.2634958920541783,0.14,Sedang
3.004474562823244,2,2,Tidak,14,Lulus,4.0,4.0,-0.09,Tinggi
